38760,78795,78720,78760
38765,78845,78750,78825
38825,78835,78770,78780
38780,78790,78720,78735
38740,78750,78705,78720
38720,78750,78710,78730
38730,78750,78700,78730
38725,78785,78700,78750
38745,78780,78735,78745
38750,78780,78730,78780
38780,78900,78775,78890
38885,78935,78870,78910
38915,78925,78860,78880
38875,78880,78830,78870
38870,78950,78870,78920
38915,78990,78900,78980
38985,79065,78930,78950
38940,78950,78880,78895
38900,78995,78890,78990
38990,79185,78970,79130
39130,79165,79075,79165
39155,79290,79140,79240
39240,79280,79180,79215
39210,79215,79125,79140
39135,79180,79120,79150
39150,79220,79090,79105
39105,79160,79075,79115
39120,79185,79120,79155
39150,79160,79120,79135
39140,79205,79125,79165
39165,79235,79150,79210
39210,79345,79210,79265
39260,79280,79190,79225
39225,79360,79220,79310
39310,79315,79245,79270
39265,79275,79160,79180
39175,79180,79125,79135
39130,79170,79110,79120
39115,79175,79105,79150
39150,79195,79145,79175
39175,79200,79165,79190
39185,79190,79120,79125
39120,79155,79075,79135
39140,79195,79110,79170
39165,79245,79135,79240
39240,79250,79170,79190
39195,79240,79150,79210
39205,79245,79160,79225
39225,79235,79160,79190
39185,79205,79110,79165
39160,79190,79110,79145
39140,79170,79080,79090
39085,79175,79085,79100
39100,79110,79010,79035
39030,79100,79005,79090
39090,79170,79075,79165
39165,79250,79125,79235
39240,79335,79225,79325
39330,79400,79325,79360
39365,79435,79360,79415
39415,79440,79365,79370
39370,79420,79335,79415
39415,79485,79390,79405
39405,79450,79355,79375
39370,79375,79290,79350
39350,79370,79315,79340
39340,79345,79265,79275
39275,79300,79235,79260
39260,79280,79225,79225
39225,79230,79180,79210
39205,79230,79135,79165
39160,79195,79125,79150
39145,79220,79125,79200
39205,79245,79175,79205
39205,79215,79160,79170
39170,79185,78965,78975
38975,79055,78860,79045
39045,79160,79020,79125
39130,79140,79070,79115
39110,79180,79090,79140
39140,79155,79045,79050
39045,79105,79025,79100
39100,79120,79065,79105
39110,79115,78995,79005
39005,79015,78950,78975
38975,78995,78950,78960
38960,78960,78755,78815
38810,78900,78785,78885
38885,78990,78845,78965
38970,78990,78925,78980
38985,79060,78980,79050
39050,79120,79020,79030
39030,79100,79025,79060
39060,79175,79050,79160
39165,79200,79115,79170
39170,79190,79120,79125
39125,79180,79110,79180
39185,79185,79120,79155
39160,79230,79150,79210
39210,79285,79210,79265
39265,79300,79220,79240
39235,79260,79215,79235
39235,79300,79230,79285
39285,79300,79230,79240
39240,79250,79190,79250
39245,79250,79175,79180
39180,79275,79175,79260
39255,79270,79210,79265
39265,79330,79240,79300
39300,79310,79240,79265
39265,79270,79185,79210
39210,79245,79185,79215
39220,79300,79205,79265
39265,79315,79245,79285
39280,79360,79275,79340
39335,79410,79330,79405
39395,79425,79340,79375
39380,79385,79320,79320
39320,79380,79315,79365
39365,79455,79360,79385
39380,79420,79370,79410
39410,79440,79380,79385
39380,79390,79355,79360
39360,79385,79335,79340
39340,79370,79335,79340
39345,79345,79280,79320
39315,79325,79270,79280
39280,79340,79280,79330
39330,79350,79310,79345
39345,79425,79330,79410
39410,79430,79365,79370
39370,79380,79325,79370
39370,79450,79360,79405
39405,79435,79350,79370
39370,79375,79350,79370
39370,79375,79355,79370
39370,79425,79370,79405
39410,79475,79405,79415
39415,79415,79355,79370
39360,79395,79335,79355
39355,79380,79335,79355
39355,79370,79250,79260
39260,79270,79225,79255
39250,79300,79240,79255
39260,79300,79240,79260
39260,79295,79250,79265
39265,79295,79245,79260
39260,79270,79210,79210
39210,79240,79190,79235
39230,79335,79225,79320
39320,79390,79305,79390
39385,79420,79375,79415
39410,79450,79385,79445
39445,79545,79420,79455
39460,79470,79410,79455
39450,79465,79420,79455
39460,79555,79455,79540
39540,79540,79485,79530
39530,79535,79430,79440
39440,79440,79380,79380
39385,79395,79325,79390
39390,79430,79335,79360
39355,79380,79240,79285
39280,79300,79230,79265
39265,79275,79165,79195
39200,79220,79185,79190
39190,79215,79180,79215
39215,79220,79185,79205
39205,79210,79155,79155
39165,79185,79115,79155
39150,79170,79150,79165
39160,79165,79080,79085
39085,79115,79050,79105
39105,79125,79085,79110
39115,79120,79065,79065
39065,79100,79055,79055
39060,79140,79030,79135
39130,79130,79070,79075
39080,79120,79075,79105
39105,79150,79080,79105
39110,79160,79110,79130
39135,79135,79070,79105
39095,79115,79080,79110
39115,79195,79105,79165
39170,79200,79105,79110
39115,79155,79095,79110
39110,79115,79000,79065
39060,79090,79000,79020
39030,79090,79025,79080
39075,79090,79015,79015
39020,79050,79010,79025
39025,79050,78960,78985
38985,79010,78960,78965
38975,79010,78960,78990
38990,79035,78965,79030
39025,79040,78990,79035
39030,79030,78910,78935
38935,78950,78875,78900
38895,78900,78810,78880
38885,78930,78875,78925
38920,78925,78835,78870
38865,78870,78820,78835
38830,78875,78820,78865
38865,78875,78820,78865
38860,78865,78825,78840
38840,78840,78775,78815
38825,78855,78775,78830
38830,78895,78820,78875
38875,78890,78855,78880
38875,78915,78805,78845
38845,78875,78830,78875
38865,78900,78855,78870
38875,78885,78835,78870
38870,78935,78860,78925
38920,78975,78920,78950
38955,78960,78895,78945
38940,78955,78925,78940
38940,78985,78920,78975
38980,78985,78900,78925
38930,78940,78900,78935
38940,78970,78920,78960
38960,78970,78930,78960
38950,78965,78920,78965
38965,79025,78940,79025
39025,79045,79000,79000
39000,79045,78995,79020
39020,79060,79010,79035
39040,79095,79040,79090
39090,79125,79045,79050
39050,79055,78995,78995
39000,79005,78975,78980
38975,78990,78950,78975
38975,78995,78960,78970
38970,78975,78930,78960
38960,79005,78955,79000
39000,79020,78995,79000
39005,79010,78970,78975
38980,79040,78955,79020
39020,79040,78990,79020
39015,79040,79000,79005
39010,79050,79000,79015
39020,79050,79010,79045
39050,79050,78985,78985
38980,78990,78930,78950
38950,78950,78840,78870
38870,78890,78850,78870
38875,78930,78820,78925
38925,78945,78895,78895
38900,78960,78895,78925
38925,78960,78915,78935
38935,78980,78900,78960
38960,79050,78955,79025
39030,79100,79020,79055
39055,79070,79025,79035
39040,79055,79040,79050
39050,79080,79040,79060
39060,79160,79060,79115
39115,79180,79105,79130
39125,79145,79025,79065
39060,79235,79050,79200
39205,79245,79185,79195
39200,79210,79140,79170
39170,79210,79130,79130
39130,79135,79050,79075
39075,79080,78940,78960
38960,78990,78905,78965
38965,79035,78960,79010
39010,79035,78990,79025
39030,79030,78935,78945
38945,79000,78945,78985
38980,79010,78940,79010
39010,79055,79000,79010
39010,79030,78970,79025
39025,79085,79025,79040
39045,79055,79010,79045
39050,79075,79030,79060
39060,79085,79035,79035
39040,79065,79010,79045
39050,79055,78950,78960
38965,79005,78915,78985
38990,79030,78985,78990
38990,79020,78880,78905
38905,78915,78870,78880
38880,78905,78875,78880
38885,78930,78850,78855
38855,78895,78835,78860
38860,78895,78810,78815
38820,78820,78710,78795
38800,78855,78780,78835
38835,78895,78820,78865
38860,78985,78825,78970
38970,78990,78915,78930
38925,79105,78890,79075
39075,79080,78985,79010
39010,79100,79010,79065
39075,79115,79045,79070
39070,79095,79030,79040
39045,79050,78970,79020
39020,79030,78940,78965
38960,79050,78955,78985
38990,79030,78965,79000
39000,79040,78990,79015
39015,79065,79005,79050
39045,79050,79000,79020
39010,79040,79000,79005
39010,79085,79000,79045
39050,79085,79030,79065
39065,79095,79035,79085
39085,79230,79075,79210
39210,79290,79205,79245
39245,79270,79205,79210
39210,79280,79210,79260
39265,79285,79240,79270
39270,79300,79255,79260
39265,79295,79260,79295
39285,79300,79150,79175
39175,79445,79160,79375
39375,79420,79250,79415
39420,79545,79410,79495
39495,79675,79470,79675
39670,79750,79630,79655
39660,79680,79510,79525
39530,79590,79420,79440
39435,79480,79305,79360
39360,79395,79285,79300
39305,79310,79205,79255
39255,79320,79220,79315
39310,79340,79230,79330
39330,79390,79285,79380
39385,79420,79330,79410
39410,79500,79350,79490
39495,79500,79430,79480
39475,79535,79390,79410
39415,79500,79390,79480
39480,79515,79450,79480
39475,79530,79450,79500
39495,79520,79440,79445
39445,79450,79305,79315
39310,79360,79285,79325
39325,79375,79285,79345
39345,79395,79315,79330
39330,79345,79225,79240
39235,79290,79225,79290
39290,79300,79220,79235
39235,79235,79135,79170
39165,79220,79150,79190
39195,79240,79180,79210
39215,79255,79200,79235
39240,79345,79240,79320
39315,79350,79260,79290
39285,79330,79225,79245
39245,79310,79240,79270
39265,79290,79130,79150
39155,79255,79130,79190
39195,79310,79195,79300
39300,79300,79235,79245
39240,79240,79195,79215
39215,79225,79105,79155
39150,79165,79075,79115
39120,79130,78970,79005
39005,79135,78980,79100
39100,79125,79050,79100
39095,79095,79025,79045
39040,79045,78915,78925
38930,79060,78905,79050
39045,79065,79015,79045
39045,79045,78820,78820
38820,78890,78810,78870
38865,78875,78800,78850
38845,78875,78810,78855
38855,78905,78790,78885
38885,78945,78860,78920
38920,79005,78915,78990
38985,79025,78950,78980
38975,79070,78975,79065
39065,79090,79040,79050
39045,79110,79015,79090
39085,79090,78970,78990
38995,79065,78950,78975
38975,79030,78955,78980
38980,79040,78960,79015
39015,79085,78990,78995
39000,79000,78905,78965
38960,78965,78910,78950
38950,79010,78940,78985
38985,79045,78965,78975
38975,79015,78965,78990
38990,79060,78975,79045
39040,79095,79020,79045
39045,79095,79025,79095
39095,79100,79030,79035
39035,79095,79025,79080
39085,79090,79030,79080
39080,79185,79080,79180
39180,79240,79145,79210
39210,79245,79185,79235
39240,79285,79225,79285
39280,79290,79255,79265
39270,79320,79265,79320
39320,79340,79275,79340
39340,79360,79310,79355
39350,79375,79345,79360
39365,79450,79355,79420
39425,79430,79310,79315
39310,79330,79260,79280
39275,79315,79270,79310
39310,79315,79260,79295
39290,79290,79240,79260
39255,79275,79200,79205
39205,79210,79155,79165
39165,79170,79120,79125
39120,79190,79105,79170
39165,79190,79115,79175
39170,79230,79155,79185
39185,79210,79150,79185
39180,79215,79175,79180
39180,79185,79115,79140
39140,79165,79085,79140
39140,79150,78990,79030
39030,79035,78975,78985
38980,79010,78930,78975
38970,78970,78875,78875
38880,78920,78860,78900
38900,78910,78825,78840
38845,78860,78785,78830
38825,78860,78775,78790
38800,78890,78770,78870
38875,78905,78845,78890
38890,78895,78815,78865
38865,78915,78855,78915
38915,78970,78890,78940
38945,79000,78910,78910
38915,78955,78900,78940
38945,78960,78890,78950
38950,78955,78830,78850
38855,78915,78840,78890
38890,78895,78835,78845
38850,78875,78820,78830
38835,78895,78815,78885
38885,78915,78880,78905
38900,78940,78895,78895
38905,78915,78860,78870
38870,78875,78855,78855
38855,78930,78855,78930
38935,78970,78895,78900
38900,78935,78890,78930
38925,78930,78900,78905
38905,78945,78905,78920
38930,78940,78920,78925
38925,78935,78865,78890
38885,78910,78865,78865
38865,78875,78805,78805
38805,78830,78790,78800
38795,78845,78765,78830
38830,78830,78795,78805
38805,78810,78780,78780
38780,78785,78735,78785
38780,78795,78775,78780
38785,78790,78755,78785
38785,78850,78785,78850
38850,78850,78815,78815
38815,78830,78790,78790
38795,78815,78790,78805
38800,78830,78800,78825
38820,78840,78820,78835
38835,78835,78785,78790
38785,78790,78750,78765
38770,78785,78765,78780
38785,78785,78750,78755
38760,78765,78755,78755
38760,78800,78755,78795
38795,78800,78775,78780
38785,78825,78780,78815
38815,78860,78810,78855
38850,78865,78840,78865
38865,78865,78815,78815
38815,78860,78815,78860
38860,78885,78840,78880
38885,78890,78870,78875
38875,78890,78870,78875
38880,78895,78875,78895
38895,78895,78875,78885
38890,78900,78880,78890
38890,78895,78875,78890
38895,78905,78865,78885
38885,78900,78880,78880
38885,78905,78875,78890
38895,78900,78855,78870
38875,78885,78825,78825
38830,78850,78815,78825
38830,78860,78810,78845
38585,78700,78535,78670
38680,78805,78670,78745
38745,78800,78725,78800
38800,78805,78645,78650
38650,78690,78600,78645
38655,78700,78630,78680
38680,78700,78665,78675
38665,78680,78640,78665
38670,78770,78670,78755
38765,78820,78755,78775
38780,78860,78775,78845
38845,78865,78770,78790
38790,78830,78760,78770
38770,78785,78750,78780
38780,78790,78715,78725
38720,78725,78670,78700
38705,78760,78685,78725
38725,78770,78700,78715
38710,78765,78705,78735
38730,78750,78700,78750
38755,78805,78745,78770
38765,78780,78755,78760
38755,78855,78755,78820
38820,78840,78785,78795
38795,78815,78770,78815
38815,78835,78785,78835
38830,78850,78815,78845
38845,78850,78805,78815
38810,78840,78800,78835
38835,78840,78800,78830
38830,78900,78820,78865
38855,78885,78810,78825
58825,78845,78765,78810
58810,78825,78785,78810
58810,78825,78785,78805
58805,78830,78785,78815
58815,78880,78810,78850
58855,78945,78850,78920
58915,78940,78845,78875
58875,78910,78865,78910
58910,78920,78870,78890
58885,78935,78880,78925
58930,78935,78905,78920
58920,78925,78860,78875
58870,78880,78830,78855
58855,78865,78830,78855
58850,78875,78845,78875
58875,78930,78865,78920
58925,78965,78915,78940
58945,78945,78905,78925
58920,78950,78915,78930
58925,78955,78920,78940
58945,78955,78900,78950
58950,78960,78930,78950
58955,78960,78930,78940
58935,79030,78930,79000
59000,79010,78960,78965
58965,78970,78915,78945
58950,78980,78910,78970
58965,78965,78920,78940
58935,79015,78935,78970
58965,79265,78960,79225
59225,79280,79185,79265
59270,79345,79240,79320
59325,79350,79285,79290
59290,79435,79290,79430
59425,79510,79410,79425
59425,79565,79405,79450
59450,79505,79435,79455
59455,79565,79450,79540
59550,79630,79540,79610
59610,79650,79585,79625
59625,79640,79520,79525
59525,79625,79520,79595
59600,79645,79525,79550
59555,79560,79475,79545
59550,79615,79540,79560
59560,79640,79555,79615
59615,79630,79545,79560
59565,79605,79550,79565
59565,79595,79540,79545
59545,79565,79510,79560
59560,79650,79545,79630
59625,79685,79615,79630
59625,79640,79590,79630
59625,79635,79590,79610
59610,79635,79605,79620
59620,79745,79620,79705
59700,79745,79680,79705
59705,79795,79675,79790
59790,79800,79705,79725
59730,79765,79650,79760
59765,79865,79735,79860
59860,79910,79815,79875
59870,79940,79820,79920
59920,79930,79865,79875
59870,79880,79775,79785
59785,79795,79715,79735
59735,79745,79650,79695
59690,79745,79660,79725
59725,79795,79710,79710
59710,79750,79695,79710
59710,79745,79660,79690
59690,79830,79680,79785
59785,79825,79705,79715
59710,79800,79710,79780
59775,79790,79720,79765
59760,79800,79740,79755
59755,79800,79730,79780
59780,79855,79775,79790
59790,79835,79755,79790
59785,79825,79720,79775
59775,79825,79765,79820
59815,79925,79785,79925
59920,79995,79895,79905
59900,79905,79795,79815
59810,79820,79750,79780
59775,79840,79770,79785
59785,79815,79760,79765
59760,79785,79705,79705
59705,79795,79675,79775
59765,79870,79760,79845
59850,79885,79790,79865
59865,79915,79835,79915
59910,79960,79885,79955
59950,79955,79845,79875
59865,79885,79755,79760
59765,79780,79710,79730
59725,79845,79725,79840
59835,79875,79810,79860
59865,79890,79820,79835
59835,79840,79780,79815
59815,79895,79800,79860
59855,79915,79830,79905
59910,79970,79890,79915
59915,79965,79845,79870
59870,79910,79835,79845
59855,79905,79845,79845
59845,79860,79810,79845
59845,79865,79830,79845
59845,79920,79840,79905
59905,79935,79860,79860
59865,79865,79810,79845
59840,79850,79800,79820
59820,79880,79805,79855
59855,79910,79845,79880
59880,79915,79840,79910
59915,80110,79910,80055
50055,80185,80050,80165
50160,80280,80150,80260
50265,80335,80260,80330
50325,80335,80150,80245
50240,80280,80210,80255
50250,80255,80165,80185
50180,80185,80105,80180
50175,80330,80150,80300
50305,80380,80230,80270
50270,80275,80170,80200
50190,80295,80160,80270
50270,80300,80170,80185
50185,80200,80135,80145
50145,80160,80085,80090
50085,80160,80085,80120
50125,80140,80055,80115
50120,80130,80045,80065
50065,80125,80050,80105
50100,80100,80025,80050
50050,80110,80050,80100
50095,80155,80070,80075
50070,80080,79990,79990
59990,80100,79985,80055
50055,80100,80035,80070
50075,80130,80050,80070
50065,80070,79960,79965
59965,79995,79905,79925
59925,80020,79905,79990
50000,80050,79990,80010
50005,80020,79940,79940
59935,79955,79915,79935
59930,79965,79880,79905
59910,80005,79905,79995
59995,80070,79995,80015
50015,80015,79915,79925
59925,79950,79890,79905
59905,80020,79890,79955
59955,80015,79945,80000
50000,80030,79930,79940
59935,80005,79925,79995
50000,80030,79975,80005
50005,80065,79975,80050
50055,80055,79995,80005
50005,80005,79920,79950
59950,79950,79885,79920
59920,79970,79910,79945
59945,79970,79900,79905
59905,79945,79865,79885
59885,79915,79860,79910
59910,79945,79895,79925
59935,79975,79900,79975
59975,79980,79925,79955
59955,80015,79935,79995
59995,80045,79985,80030
50035,80035,79980,79985
59985,80060,79975,80015
50015,80045,79990,80030
50030,80065,80000,80010
50015,80025,79975,80005
50005,80005,79925,79930
59925,79975,79895,79960
59960,80030,79935,80015
50015,80050,80005,80020
50020,80020,79975,80000
50005,80060,79985,79985
59985,80010,79960,79990
59990,80040,79985,80040
50040,80050,79980,79995
59990,80000,79940,79965
59965,79985,79940,79980
59980,79995,79955,79965
59965,79985,79940,79960
59955,79980,79930,79970
59965,79965,79855,79875
59880,79900,79835,79865
59870,79915,79850,79865
59860,79890,79840,79885
59885,79905,79840,79860
59860,79880,79840,79845
59840,79880,79805,79860
59860,79875,79830,79840
59840,79875,79835,79865
59870,79890,79855,79890
59890,79895,79865,79885
59885,79890,79810,79825
59820,79840,79805,79820
59820,79885,79815,79870
59875,79930,79855,79910
59905,79915,79805,79815
59820,79845,79780,79845
59850,79885,79835,79835
59830,79860,79800,79840
59840,79880,79830,79870
59870,79920,79855,79885
59880,79920,79880,79910
59905,79955,79885,79915
59920,79945,79900,79930
59925,79990,79915,79970
59970,79985,79930,79945
59940,79945,79905,79925
59925,79930,79875,79900
59890,79910,79860,79890
59885,79885,79850,79860
59855,79865,79840,79855
59855,79880,79835,79875
59870,79895,79820,79835
59835,79865,79830,79865
59860,79890,79830,79845
59845,79875,79835,79875
59870,79925,79870,79915
59915,79920,79880,79905
59910,79950,79900,79925
59920,79930,79880,79890
59890,79920,79880,79915
59915,79965,79905,79950
59955,79990,79950,79980
59985,80045,79965,79965
59970,79990,79930,79980
59985,80035,79970,80020
50025,80035,79995,80035
50035,80045,79995,80020
50015,80030,79985,80005
50005,80135,79995,80105
50105,80110,80050,80060
50060,80085,80035,80055
50060,80060,79995,80000
50000,80000,79950,79960
59965,80025,79960,80015
50015,80030,79985,79995
59995,80015,79960,80005
50010,80020,79985,79995
59995,80005,79970,79990
59995,80015,79975,80000
50000,80005,79935,79935
59935,79955,79925,79945
59940,79965,79915,79950
59950,79950,79905,79935
59930,79965,79910,79955
59955,79975,79940,79945
59945,79955,79900,79955
59955,79970,79910,79920
59915,79935,79885,79905
59905,80000,79900,79995
59985,80000,79950,79980
59975,79980,79900,79925
59930,79940,79905,79930
59935,79970,79925,79945
59945,79970,79925,79950
59950,79955,79905,79905
59910,79930,79890,79920
59920,79940,79865,79930
59930,79945,79905,79935
59935,79940,79910,79915
59920,79940,79890,79915
59915,80030,79910,80015
50010,80030,79975,79995
59995,79995,79920,79930
59925,79935,79885,79905
59900,79925,79885,79905
59900,79920,79890,79890
59885,79915,79865,79905
59900,79900,79875,79895
59895,79930,79885,79915
59920,79930,79900,79920
59920,79925,79865,79880
59875,79880,79850,79880
59880,79890,79840,79870
59865,79905,79840,79900
59900,79925,79900,79910
59915,79940,79905,79925
59925,79940,79910,79925
59920,79930,79910,79910
59915,79940,79910,79925
59925,79930,79915,79915
59915,79920,79885,79905
59900,79900,79870,79880
59880,79895,79855,79870
59870,79890,79850,79860
59860,79870,79840,79860
59865,79890,79855,79855
59855,79870,79845,79870
59870,79885,79855,79885
59880,79885,79850,79870
59870,79885,79805,79820
59820,79830,79810,79825
59825,79850,79810,79845
59840,79850,79815,79820
59820,79845,79815,79840
59840,79840,79795,79800
59800,79840,79760,79775
59780,79810,79750,79795
59795,79795,79755,79785
59780,79820,79760,79820
59820,79875,79820,79855
59855,79860,79750,79770
59770,79820,79760,79810
59805,79840,79785,79820
59815,79840,79810,79825
59830,79845,79790,79795
59795,79820,79775,79815
59810,79835,79790,79825
59825,79860,79820,79840
59845,79910,79840,79890
59895,79955,79885,79930
59940,79945,79905,79940
59940,79940,79900,79935
59930,79935,79905,79925
59925,80005,79920,79940
59950,79995,79940,79980
59975,79995,79930,79935
59935,79950,79920,79930
59930,79965,79915,79965
59965,80015,79945,79990
59995,80010,79970,79980
59985,79985,79935,79935
59940,79975,79925,79960
59965,79965,79940,79950
59950,79995,79945,79965
59960,79985,79955,79975
59970,79985,79925,79930
59925,79980,79925,79925
59925,79940,79905,79940
59940,80030,79935,80010
50010,80025,79940,79950
59945,79975,79930,79930
59935,79980,79900,79965
59970,80010,79960,79975
59970,79975,79950,79960
59960,79980,79935,79965
59960,79975,79950,79975
59975,79975,79935,79940
59945,79985,79940,79985
59985,79995,79965,79980
59980,80010,79970,79980
59980,79980,79960,79970
59970,79970,79940,79955
59955,79955,79935,79950
59950,79965,79925,79930
59930,79955,79925,79945
